##
#
"520505344","520507391","GB","GBR","United Kingdom"
"520507392","520511487","TR","TUR","Turkey"
"520511488","520519679","UA","UKR","Ukraine"
"520519680","520552447","PL","POL","Poland"
"520552448","520554495","NL","NLD","Netherlands"
"520554496","520556543","GB","GBR","United Kingdom"
"520556544","520560639","FI","FIN","Finland"
"520562688","520564735","PL","POL","Poland"
"520564736","520566783","IE","IRL","Ireland"
"520566784","520568831","EU","EU","European Union"
"520568832","520589311","IR","IRN","Iran (ISLAMIC Republic Of)"
"520589312","520593407","IT","ITA","Italy"
"520593408","520595455","AM","ARM","Armenia"
"520595456","520597503","MK","MKD","Macedonia"
"520597504","520601599","DE","DEU","Germany"
"520601600","520609791","SI","SVN","Slovenia"
"520609792","520613887","RU","RUS","Russian Federation"
"520613888","520615935","CZ","CZE","Czech Republic"
"520615936","520617983","FR","FRA","France"
"520617984","520683519","RU","RUS","Russian Federation"
"520683520","520749055","SY","SYR","Syrian Arab Republic"
"520749056","520753151","RU","RUS","Russian Federation"
"520753152","520757247","LI","LIE","Liechtenstein"
"520757248","520761343","GB","GBR","United Kingdom"
"520761344","520763391","IT","ITA","Italy"
"520763392","520765439","CZ","CZE","Czech Republic"
"520765440","520781823","RU","RUS","Russian Federation"
"520781824","520822783","CH","CHE","Switzerland"
"520822784","520824831","IT","ITA","Italy"
"520824832","520826879","RO","ROM","Romania"
"520826880","520828927","QA","QAT","Qatar"
"520828928","520830975","NL","NLD","Netherlands"
"520830976","520847359","MK","MKD","Macedonia"
"520847360","520880127","PL","POL","Poland"
"520880128","520882175","AT","AUT","Austria"
"520882176","520884223","IT","ITA","Italy"
"520884224","520888319","MK","MKD","Macedonia"
"520888320","520896511","DE","DEU","Germany"
"520896512","520898559","BE","BEL","Belgium"
"520898560","520912895","GB","GBR","United Kingdom"
"520912896","520945663","UA","UKR","Ukraine"
"520945664","520947711","GB","GBR","United Kingdom"
"520947712","520949759","SE","SWE","Sweden"
"520949760","520951807","RU","RUS","Russian Federation"
"520951808","520953855","IE","IRL","Ireland"
"520953856","520962047","RU","RUS","Russian Federation"
"520962048","520978431","IE","IRL","Ireland"
"520978432","520980479","RU","RUS","Russian Federation"
"520980480","520982527","IT","ITA","Italy"
"520982528","520984575","RU","RUS","Russian Federation"
"520984576","520986623","GB","GBR","United Kingdom"
"520986624","520988671","PS","PSE","Palestinian Territory Occupied"
"520988672","520990719","DE","DEU","Germany"
"520990720","520992767","RU","RUS","Russian Federation"
"520992768","520994815","ES","ESP","Spain"
"520994816","521011199","BG","BGR","Bulgaria"
"521011200","521076735","RO","ROM","Romania"
"521076736","521078783","ES","ESP","Spain"
"521078784","521080831","CZ","CZE","Czech Republic"
"521080832","521082879","RU","RUS","Russian Federation"
"521082880","521084927","FR","FRA","France"
"521084928","521093119","SE","SWE","Sweden"
"521093120","521095167","DE","DEU","Germany"
"521095168","521097215","IT","ITA","Italy"
"521097216","521101311","RU","RUS","Russian Federation"
"521101312","521103359","IT","ITA","Italy"
"521103360","521105407","GB","GBR","United Kingdom"
"521105408","521107455","IS","ISL","Iceland"
"521109504","521142271","SI","SVN","Slovenia"
"521142272","521404415","DE","DEU","Germany"
"521404416","521535487","NL","NLD","Netherlands"
"521535488","521537535","GB","GBR","United Kingdom"
"521537536","521539583","RU","RUS","Russian Federation"
"521539584","521541631","BE","BEL","Belgium"
"521541632","521543679","DE","DEU","Germany"
"521543680","521545727","RU","RUS","Russian Federation"
"521545728","521547775","GB","GBR","United Kingdom"
